DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,1999,0.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2000,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2001,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2002,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2003,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2004,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2005,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2006,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2007,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2008,3.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2009,0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2010,1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2011,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2012,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2013,1.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2014,0.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2015,0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2016,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2017,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2018,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2019,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2020,0.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2021,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2022,5.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2023,5.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,France,2024,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,1999,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2000,4.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2001,4.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2002,2.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2003,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2004,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2005,3.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2006,3.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2007,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2008,5.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2009,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2010,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2011,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2012,3.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2013,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2014,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2015,-0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2016,-0.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2017,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2018,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2019,0.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2020,0.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2021,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2022,10.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2023,8.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Croatia,2024,4.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,1996,23.5,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,1997,18.5,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,1998,14.2,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,1999,10.0,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2000,10.0,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2001,9.1,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2002,5.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2003,4.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2004,6.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2005,3.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2006,4.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2007,7.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2008,6.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2009,4.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2010,4.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2011,3.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2012,5.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2013,1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2014,0.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2015,0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2016,0.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2017,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2018,2.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2019,3.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2020,3.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2021,5.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2022,15.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2023,17.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Hungary,2024,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,1996,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,1997,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,1998,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,1999,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2000,5.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2001,4.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2002,4.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2003,4.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2004,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2005,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2006,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2007,2.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2008,3.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2009,-1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2010,-1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2011,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2012,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2013,0.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2014,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2015,0.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2016,-0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2017,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2018,0.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2019,0.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2020,-0.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2021,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2022,8.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2023,5.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Ireland,2024,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,1996,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,1997,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,1998,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,1999,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2000,4.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2001,6.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2002,5.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2003,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2004,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2005,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2006,4.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2007,3.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2008,12.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2009,16.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2010,7.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2011,4.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2012,6.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2013,4.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2014,1.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2015,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2016,0.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2017,-1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2018,0.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2019,2.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2020,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2021,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2022,5.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2023,8.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Iceland,2024,4.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,1996,4.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,1997,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,1998,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,1999,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2000,2.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2001,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2002,2.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2003,2.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2004,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2005,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2006,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2007,2.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2008,3.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2009,0.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2010,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2011,2.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2012,3.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2013,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2014,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2015,0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2016,-0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2017,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2018,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2019,0.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2020,-0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2021,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2022,8.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2023,5.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Italy,2024,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,1996,24.7,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,1997,10.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,1998,5.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,1999,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2000,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2001,1.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2002,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2003,-1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2004,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2005,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2006,3.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2007,5.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2008,11.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2009,4.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2010,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2011,4.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2012,3.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2013,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2014,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2015,-0.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2016,0.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2017,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2018,2.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2019,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2020,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2021,4.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2022,18.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2023,8.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Lithuania,2024,0.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,1996,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,1997,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,1998,1.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,1999,1.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,2000,3.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,2001,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,2002,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Luxembourg,2003,2.5,,
